season,episode,character,line
S06,E22,Ross, Thanks? But I have plans; Elizabeth and I are going out of town.
S06,E22,Monica, Oh that’s great!
S06,E22,Ross, Yeah.
S06,E22,Monica, I mean think about all the money that you’re gonna make!
S06,E22,Ross, Why? What?
S06,E22,Monica," Well, her father pays you for baby-sitting right?"
S06,E22,Ross," No, no, that’s funny. But maybe it’s time to move on, let it go, y’know? Stop it! Besides, Rachel is going out with Elizabeth’s father, so ah, he’s much older than she is. Looks like I’m not the only one interested in fossils, huh?"
S06,E22,Rachel, I mean Ross all that does is remind us that you are interested in fossils.
S06,E22,Ross," Okay, okay. Uh, well uh, Rachel is going to need to yell sweet nothings  in his ear."
S06,E22,Chandler, Ross.
S06,E22,Ross," Oh, come on you guys; that’s funny! Y’know? Because he’s need—he’s got like a hearing aide y’know, ‘cause-‘cause y’know, ‘cause he’s all old, and…"
S06,E22,Ross," Really? That okay, that’s great."
S06,E22,Ross," All right look, I-I realize it upsets you."
S06,E22,Ross," But, Elizabeth and I are-are both adults and so I don’t think there’s really anything you can do about it."
S06,E22,Ross, Ohh! A man with a plan!
S06,E22,Phoebe," Oh, this is so exciting! You get your picture back up on the wall of fame! Eek!"
S06,E22,Joey," I know. It was so cool when I was up there before. Me and Jim Belushi would just be crackin’ up about something… Then I get fired off of Days Of Our Lives and he takes me down. Now he’s just laughing at me. Look at him, that smug Belushi bastard, I’ll…"
S06,E22,Phoebe,"  Ohh, okay maybe they put your picture back up they can put you next to Matt Lauer. Look at him, smiling at me.  Yeah I know; we’d be great together!"
S06,E22,Joey, Hey! So I’m back.
S06,E22,Joey," Joey Tribbiani! From the wall!  Okay, maybe this will jog your memory, huh?  Huh? Okay eh-ah-anyway, I’m ready to go back up on the wall I’m the star of a new TV show."
S06,E22,Joey," Oh well, it’s not on TV yet."
S06,E22,Joey," Okay, fine, I will bring you a tape, huh? "
S06,E22,Phoebe," So umm, now do you have any of Matt Lauer’s clothes here? Maybe? Just ones that haven’t been cleaned yet?"
S06,E22,Monica," Oh, I love museums!"
S06,E22,Rachel, Umm.
S06,E22,Monica, Soakin’ up all the culture.
S06,E22,Rachel, Yeah.
S06,E22,Monica, Where do you want to start?
S06,E22,Rachel," Ooh, the gift shop!"
S06,E22,Monica, Yeah!
S06,E22,Phoebe," Hey, and then lunch."
S06,E22,Rachel," Oh, wait yes, but I can’t eat too much. Paul is taking me out to dinner tonight, he said he has a big surprise planned."
S06,E22,Phoebe," Oh wow. What, do you think maybe he’s gonna tell you that he’s gay?"
S06,E22,Rachel, What?! No! Why?!
S06,E22,Phoebe," No reason! That would just be a really big surprise, right?"
S06,E22,Rachel, I didn’t know you could get married here.
S06,E22,Monica," This would be a beautiful place to get married, yeah, but I wouldn’t put the aisle there and I would never have the ceremony there!  I mean you’d have the ceremony under this big beautiful arch. "
S06,E22,Rachel, Oh sorry didn’t mean to interrupt. It’s just such a beautiful space; do you do a lot of weddings here?
S06,E22,Rachel," Monica, you should totally put your name down on the list"
S06,E22,Monica, What?! Are you crazy?! I’m not getting married! I’m not even engaged.
S06,E22,Phoebe," Yeah, but there’s a two-year wait. And then what if you get engaged in two years and then you got to wait another two years for this place. That’s four years. Chandler’s not gonna wait that long. He’s gonna find somebody else, y’know? Someone, someone who did put their name on the list. "
S06,E22,Rachel," Yeah hon, it can’t hurt to put your name down! I mean in if two years if you’re not engaged you just don’t use it."
S06,E22,Monica," Well, I mean I guess there is no harm in putting my name down."
S06,E22,Rachel, I’m gonna do it too!
S06,E22,Phoebe, Me too!
S06,E22,Rachel," Really? Who would, who would you marry?"
S06,E22,Phoebe," I don’t know, I don’t have anyone right now. Y’know?"
S06,E22,Rachel, Oh Pheebs.
S06,E22,Phoebe, Don’t feel too sorry for me. At least my boyfriend isn’t gay.
S06,E22,Monica," Phoebe, that stuff is…"
S06,E22,Phoebe, Don’t even get me started on yours!
S06,E22,Joey,"  Hey! So, did you watch the tape of my show?"
S06,E22,Joey," All right, let’s get me back up there! "
S06,E22,Joey, What—But you saw the show!
S06,E22,Joey, Dry cleaners?
S06,E22,Joey," Okay! Okay, look! You-you-you got Harrison Ford up there!"
S06,E22,Joey," Okay well that may be true. But, in-in okay, Air Force One the Russians were terrorists! And evil! And plus he kills a bunch of them! That-that-that’s offensive to Russians."
S06,E22,Joey," Oh you should, it’s great."
S06,E22,Ross, This place is really beautiful!
S06,E22,Ross," Wow! The only thing I got from my Grandmother was her eyes. I mean not-not her actual eyeballs, but, but people say that my eyes—Do-do you want to make out?"
S06,E22,Ross," Ehh, I was just, I was just thinking about your father."
S06,E22,Ross," No. No-no uh, he just, he just really freaked me out before."
S06,E22,Ross, Yeah.
S06,E22,Ross,"  Why?! Are there like bears or something?!  Ohh. Oh, protection. Yeah-no, yeah-no, that-that-that I forgot."
S06,E22,Ross," Oh no! Hey-hey, I’m the guy! I’ll get it."
S06,E22,Ross, No.
S06,E22,Ross, A little bit.
S06,E22,Ross, Okay.
S06,E22,Ross," Ohh, okay."
S06,E22,Rachel,"  Oh my God, what a great surprise! This is such a beautiful house."
S06,E22,Chandler,"  You’ve reached Monica and Chandler’s, if you’re listening to this message, we’re probably screening.  Yeah we are."
S06,E22,Chandler,"  This is Chandler Bing! This is Chandler Bing!  Yes, the groom—No! Not the groom!!"
S06,E22,Rachel, It’s so secluded up here.
S06,E22,Rachel, I feel like we’re the only two people in the world.  Oops. Sorry. 
S06,E22,Rachel," No-no! Big bear! Big bear outside! I think I-I—would you—actually, would you go check on that?"
S06,E22,Rachel," Well, okay. Would-would you get me a Diet Coke?"
S06,E22,Rachel, Okay.  What?! What are you doing here?!
S06,E22,Ross, What are you doing here?!
S06,E22,Rachel, I came with Paul!
S06,E22,Ross," Yeah, I recognize the ankles!"
S06,E22,Rachel, Get up!
S06,E22,Rachel, Ahh. Thank you!
S06,E22,Rachel," Op, ice. I need ice."
S06,E22,Rachel, Thank you.
S06,E22,Ross,  You and your ice.
S06,E22,Rachel, Ugh! Get out! Get out! Go! Come on!  No! Not in there! He’s in there! 
S06,E22,Ross,  Did you really hear a bear?
S06,E22,Rachel, Go-go!
S06,E22,Rachel," Ohh, thank you."
S06,E22,Rachel," Well, she-she ob-obviously saw the tire tracks that were leading up to the closed garage."
S06,E22,Rachel, Did-did you come up here to work on that term paper or something?
S06,E22,Rachel," Well, why do y’know go in that room  and do your homework?"
S06,E22,Rachel," That’s your, that’s your dad’s bedroom.  That’s your dad’s bedroom!"
S06,E22,Rachel," Whoa, that Diet Coke just went straight to my head! Woo!"
S06,E22,Monica," Hi, honey."
S06,E22,Chandler,  See you later. 
S06,E22,Monica," What? I-I bought groceries, I was gonna make you dinner!"
S06,E22,Chandler,  Well next time ask! Or at least wait for me to ask! 
S06,E22,Monica, Oh no!
S06,E22,Monica," Oh please, he didn’t hear it! He didn’t hear it!!"
S06,E22,Chandler,  This is Chandler Bing! This is Chandler Bing! 
S06,E22,Monica, NOOOO!!!!!!!!
S06,E22,Joey," Uh yeah, where-where’s the guy who decides who’s pictures go up on the wall?"
S06,E22,Joey," Oh, you’re kidding me! All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes. Okay? I’m an actor; I’m kinda getting my picture up there on the wall."
S06,E22,Joey," Oh really? Well, maybe you and I go out for drinks?  You’re the other one right? "
S06,E22,Rachel," Really? Okay. Okay, I-I’ll go upstairs.  If-if you get me something from the car."
S06,E22,Rachel, Surprise me.
S06,E22,Rachel,"  So you’re gonna be in the car, I will be upstairs, and that’s where everybody’s gonna be!"
S06,E22,Monica, Phoebe!
S06,E22,Phoebe, Yeah?
S06,E22,Monica, Have you seen Chandler?!
S06,E22,Phoebe, No! Why?
S06,E22,Monica, The woman from the museum called and said that there was a cancellation and that we could move up our wedding and Chandler heard!  I know! How bad is this?!
S06,E22,Phoebe," Well for the regular guy, it’s bad, but Chandler, Oh dear God!"
S06,E22,Monica, I know! I know! And he totally freaked out and I can’t find him anywhere!
S06,E22,Phoebe, What are you gonna do?
S06,E22,Monica," Well, I’m never gonna listen to you again, that’s for sure!  ""Y’know, harm can it do if you go and put your name down?"""
S06,E22,Phoebe, Rachel said that!
S06,E22,Monica, Well Rachel’s not here! 
S06,E22,Phoebe," Oh! Here it is!  Ooh, Joey! Why did you sign it, ""Son of a bitch?"" "
S06,E22,Joey, I didn’t do that! Who would’ve done that?!
S06,E22,Phoebe," Okay, maybe ask this guy."
S06,E22,Phoebe," Well, what did he do?"
S06,E22,Phoebe, Joey!
S06,E22,Joey," Whoa-whoa-whoa-whoa, I-I—Hey! I did not go out with your wife!  Okay? I went out with her! "
S06,E22,Phoebe," Well, we should go."
S06,E22,Joey, Yeah.
S06,E22,Ross," Elizabeth!  Okay. Okay.  I’m gonna go out this window.  I’ll meet you at the front door. Just tell them you’re going home, okay?"
S06,E22,Rachel,  Oh wait-wait-wait!! No! Don’t go in there! Don’t go in there! I need another soda!
S06,E22,Rachel, Oh my God Ross! What in heaven’s name are you doing here?
S06,E22,Ross,  And that is why we cannot see each other anymore.
S06,E22,Ross," Okay, please-please Paul, just let me explain…"
S06,E22,Ross," All right, fine! Fine! Have me fired! But uh, I want you to know that you and I are not all that different. I mean, I too am a neat guy. "
S06,E22,Ross, And I too am just a love machine. 
S06,E22,Monica,"  I’m so sorry. Please, stop freaking out."
S06,E22,Chandler," I’m not freaking out. Why would I be freaking out? A woman named Heldi called and said we were getting married, but that happens everyday. "
S06,E22,Monica," Honey, we were at this beautiful place, and I-I-I just put our names down for fun! I mean, what’s the harm in that?"
S06,E22,Chandler, Right here! 
S06,E22,Monica," Chandler, please don’t think I was trying to pressure you. Phoebe and Rachel…"
S06,E22,Chandler," Phoebe and Rachel! So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!"
S06,E22,Monica," It was a mistake. Please don’t take this to mean anything, because it doesn’t."
S06,E22,Chandler, Okay.
S06,E22,Monica, Really?
S06,E22,Chandler," Yes, if it really doesn’t mean anything, because you know that I’m just not ready…"
S06,E22,Monica, I know! I know.
S06,E22,Chandler, Okay. 
S06,E22,Monica, I’m gonna go tell Joey that  that you’re back. I was really worried about you. 
S06,E22,Phoebe,"  Hey, did she buy it?"
S06,E22,Chandler, Totally.
S06,E22,Phoebe, So did Heldi show you the place?
S06,E22,Chandler," Yeah, it’s beautiful."
S06,E22,Phoebe, I can’t believe you’re gonna ask Monica to marry you!
S06,E22,Chandler, I know.
S06,E22,Joey, Hey Gunther.
S06,E22,Joey," Oh uh, well I just came in for a cup of coffee to go."
S06,E22,Joey," No! No, I quit a long time ago.  Did I forget to you that one? I’m sorry."
S06,E22,Joey, Great! 
S06,E23,Chandler," Pheebs, can you help me pick out an engagement ring for Monica? I can’t figure this out! It’s so hard! Should I get her a  Tiffany cut or a Princess cut or a—ah-ah! Paper cut!"
S06,E23,Phoebe," Now, have you told anyone else?"
S06,E23,Chandler," No, I don’t want to tell anybody else because I don’t want Monica to find out."
S06,E23,Phoebe, You told me.
S06,E23,Chandler," Well, it’s because I trust you, you’re one of my best friends, and you walked in on me when I was looking at ring brochures."
S06,E23,Phoebe," Yeah well, once again not knocking pays off. I only wish you hadn’t been on the toilet."
S06,E23,Chandler, Me too.
S06,E23,Joey, Hey. 
S06,E23,Chandler, Hey.
S06,E23,Phoebe," Hey! So Chandler, wanna go to the coffeehouse?"
S06,E23,Chandler, Oh all right.
S06,E23,Phoebe," Yeah, coffeehouse."
S06,E23,Ross," Oh perfect, we were just gonna see if you wanted to go."
S06,E23,Chandler," Oh well, we don’t because we got…the…other pl-place."
S06,E23,Ross, How rude.
S06,E23,Joey," Oh, I’m sorry. You wanna bite? "
S06,E23,Phoebe, So how are things going with Paul?
S06,E23,Rachel," Good. Although y’know, he-he’s a private guy. Y’know, I wish I could get him to open up a little bit, share some feelings."
S06,E23,Phoebe, That’s easy! You just have to think of him as a-as a jar of pickles that won’t open.
S06,E23,Rachel, So what are you saying; I should run him under hot water and bang his head against a table?
S06,E23,Phoebe, No that’s what you do when you want to get the truth out of someone.
S06,E23,Rachel, Hi!
S06,E23,Phoebe,  Watch this.
S06,E23,Rachel,  Okay.
S06,E23,Phoebe, Hi Paul!
S06,E23,Phoebe, So how are things going with you?
S06,E23,Rachel, Okay. 
S06,E23,Ross, Hi!
S06,E23,Ross, Great to see you!
S06,E23,Ross, How you doing?
S06,E23,Ross, Okay! You take care!
S06,E23,Ross," Hey Pheebs, what-what was the deal with you and Chandler blowing us off before?"
S06,E23,Phoebe," Yeah! That was so weird, huh?"
S06,E23,Ross," Phoebe, why’d you do it?"
S06,E23,Phoebe, I didn’t do it! It was Chandler! He’s… He’s mad at you!
S06,E23,Ross, What?! Why?!
S06,E23,Phoebe," Please, I think you know why."
S06,E23,Ross, I can’t think of anything.
S06,E23,Phoebe," Come on Ross, you’re a paleontologist, dig a little deeper."
S06,E23,Ross," Wait a minute, is it because Joey and I didn’t invite him to that Knicks game a couple of weeks ago?"
S06,E23,Phoebe, Do you think that’s something that he’d be mad at you for?
S06,E23,Ross, I guess it could.
S06,E23,Phoebe, Well then I think that’s it.
S06,E23,Ross," Well, if he’s angry, he really shouldn’t just cover it up. I-I wish he would just tell me the truth."
S06,E23,Phoebe," Oh, if that’s what you want you then you really should run his head under hot water and bang his head against a table."
S06,E23,Rachel," Yeah that’s great. But first, wait, talk to me, talk to me. Tell me about your day."
S06,E23,Rachel," Okay. Hey, what are you thinking? What are you thinking right now?"
S06,E23,Rachel," Yeah that’s great Paul, but y’know I wanna know what——Wow, those are really great! I just wanna know what, what is behind this-this strong, silent exterior. Y’know they say that still waters run deep and I wanna swim in yours."
S06,E23,Rachel," No Paul, I don’t know anything about you! Y’know, like-like your childhood! Tell me about your childhood!"
S06,E23,Rachel," Okay, well then how about puberty! Come on, that’s always a painful time! Y’know your friends invite you to a slumber party and then they stick your hand in warm water while you’re sleeping so that you pee in your sleeping bag."
S06,E23,Rachel," Well, you’re lucky you never met that bitch Sharon Majesky. Anyway, umm… The rest of you life, y’know? Any regrets?"
S06,E23,Rachel," All right Paul, I’m not asking for a lot here. Okay? Just give me something. Anything!"
S06,E23,Rachel, Okay.
S06,E23,Rachel, All right.
S06,E23,Rachel, Hm-mmm.
S06,E23,Rachel," That’s-that’s great! See? I already feel like I know you a little better! Thank you. Okay, come on. Now we can go eat. Let’s go. "
S06,E23,Rachel, Oh!
S06,E23,Rachel," Yeah. Yeah, I-I-I see the scare. Listen, Paul, I think this is really great that-that y’know, you shared your feelings. It’s really, it’s beautiful, but umm, what do you say we go share some food?"
S06,E23,Rachel, What?! Wait! What are you talking about?! You love their Kung Pao Chicken!
S06,E23,Rachel," My God, I’m sorry! I’m sorry! I didn’t mean to do that! I wouldn’t do that!"
S06,E23,Chandler, Nothin! This is the nine millionth ring store we’ve been too and I can’t find the perfect ring!  Ugly ring! Ugly ring! Ugly ring!  It’s a beautiful selection. 
S06,E23,Phoebe," Okay, so maybe you don’t get her a ring. Maybe you-maybe you do something different. Y’know? Maybe you get her an engagement bracelet, y’know? Or an engagement tiara? Or—ooh! An engagement Revolutionary War musket! "
S06,E23,Chandler," Y’know, I’m so glad I picked you to help me with this."
S06,E23,Phoebe, Huh? Can you just imagine getting down on one knee and handing her this gorgeous piece of weaponry?
S06,E23,Chandler," Yeah, I’m gonna stick with the ring.  Oh, this one’s nice!  I like this one! Sir? Uh, kind sir? Can I see this one?"
S06,E23,Phoebe,"  Wait a minute, no, this is, this is the reason you brought me. Okay? I know how to haggle. So let me handle this from here on out."
S06,E23,Chandler," Uh-uh, yes. I would like to see that ring please."
S06,E23,Phoebe," Or not, whatever."
S06,E23,Chandler," Sir, can I ask you to umm, could you…hold out that ring and ask me to marry you?"
S06,E23,Chandler,"  Oh my God that’s it, that’s the ring! How much is it?"
S06,E23,Phoebe," Chandler, I-I will handle this!  How much is it?"
S06,E23,Phoebe, We will give you $10.
S06,E23,Chandler," Yes! Yes, but I can only pay $8,000."
S06,E23,Phoebe, We stand firm at $10.
S06,E23,Chandler," Uh, credit card.  Oh no! No-no, but I left my credit card with Joey.  Okay, I’ll go get it. You guard the ring."
S06,E23,Phoebe," Okay.  Listen, I’m sorry about before. Do you have anything her for $10."
S06,E23,Phoebe, I’ll give you $1 for them.
S06,E23,Ross," Hey, remember how Chandler and Phoebe blew us off yesterday?"
S06,E23,Joey, No.
S06,E23,Ross, Remember? You-you were eating pizza.
S06,E23,Joey, Yeah.
S06,E23,Ross," Okay. Well, apparently Chandler’s angry at us for not getting him a ticket to that Knicks game a couple of weeks ago."
S06,E23,Joey," Oh, we’re supposed to just get him a ticket?! That guy is always mooching off of us!"
S06,E23,Ross," Yeah! Anyway, I-I still think we should try to patch things up, y’know? Like uh, maybe we could get him to get tickets to another Knicks game and invite him."
S06,E23,Joey, Oh wow that’s a great idea! And I still have his credit card.
S06,E23,Ross, Oh. 
S06,E23,Joey," Hey-hey-hey-ho-ho, I got this one. Here you go.  Y’know I gotta tell ya, sometimes I just—I don’t get Chandler. Y’know, me and him do stuff all the time without you and you don’t get all upset."
S06,E23,Ross, All the time?
S06,E23,Joey, All the time!
S06,E23,Rachel, Oh my God! Oh my God!!
S06,E23,Monica, Still crying?
S06,E23,Rachel," Like a little girl. I know. I know. I know. This is all my fault; I wanted him to open up. But God, I didn’t know that I was gonna unleash this-this weepy, clingy, moist monster!"
S06,E23,Monica," Y’know, I only know of two surefire ways to shut a man up. And one of them is sex."
S06,E23,Rachel, What’s the other one?
S06,E23,Monica," I don’t know, I’ve never had to use the other one. I’m just saying y’know, if we’re having sex, he’s not gonna be talking."
S06,E23,Rachel," Oh that’s right. You’re the talker.  Anyway uh, great idea! Umm, I gotta go to the store; I told him that I would buy him some more tissues."
S06,E23,Monica," Oh, we have some…"
S06,E23,Rachel, No you don’t!
S06,E23,Phoebe," Okay umm, I’d also like to try on the tiara.  Oh yeah. Okay.   What do you think, too much?"
S06,E23,Phoebe," Okay. Then, take the tiara back and let me hold the musket again.  Something’s missing. It’s not… Okay oh, let me see the ring my friend picked out."
S06,E23,Phoebe, Oh my God!!  No! What?! Help me! Let me out! Now! 
S06,E23,Chandler, No. How are ya Paul? 
S06,E23,Chandler," No, did he hug you?!"
S06,E23,Chandler," Well, you can see my dad in Vegas kissing other dads."
S06,E23,Chandler, Yeah?
S06,E23,Chandler, I’m a little busy here Paul.
S06,E23,Chandler," Okay, a quick one. Come on hug it out.  Oh hey! There you go.  Okay. "
S06,E23,Chandler, Okay! 
S06,E23,Joey,  Hey!
S06,E23,Joey," Whoa-whoa-hey-hey!  Hi, Paul is it? "
S06,E23,Chandler, Do you have my credit card?
S06,E23,Joey," Yes, it’s in my… In…in my pocket.   My back pocket! My back pocket!"
S06,E23,Chandler, Thank God! 
S06,E23,Joey, Oh hey listen I got us tickets to a Knicks game tonight.
S06,E23,Chandler," Oh, I can’t go."
S06,E23,Joey," Come on! It’ll be fun! Me, you, and Ross, and… Paul probably…"
S06,E23,Phoebe," Chandler, I found the perfect ring. "
S06,E23,Chandler," Oh, that’s uh, that’s pretty nice but I’m gonna go with the one I picked first."
S06,E23,Phoebe," Oh my God Chandler, the one you picked is gone. It’s over!"
S06,E23,Chandler, What?
S06,E23,Phoebe, Some guy bought it. I’m sorry. I tired to stop it but they  put me in jail!
S06,E23,Chandler, They put you in jail?
S06,E23,Phoebe, The little jail between the doors!
S06,E23,Chandler," Phoebe, I asked you to guard the ring!"
S06,E23,Phoebe," I know, I’m sorry! But y’know, this ring is better! Monica never even saw the other ring."
S06,E23,Chandler, Yeah but when he proposed to me with the ring I got goose bumps.
S06,E23,Phoebe, Maybe it was the guy.
S06,E23,Chandler, It was the ring!
S06,E23,Ross," Hey! So uh, was he excited about the tickets?"
S06,E23,Joey, No! He blew us off!
S06,E23,Ross, What?!
S06,E23,Joey, I know!
S06,E23,Ross, I can’t believe it.  Can I tell you something? I’m a little mad at him now.
S06,E23,Joey, Can I tell you something? Me too.
S06,E23,Ross," Y’know what? He didn’t want to talk to us about being angry, well maybe we don’t talk to him at all!"
S06,E23,Joey, Ooooh! Freeze him out.
S06,E23,Ross, That’s right!
S06,E23,Joey, I like it!
S06,E23,Ross, Eh? We’ll show him!
S06,E23,Joey," From now on, it’s gonna be Joey and Ross, best friends.  Okay! We’re gonna be the new Joey and Chandler."
S06,E23,Rachel, Hi. I’m back.
S06,E23,Rachel," Ah that’s great. No actually that’s…  That’s great! That’s really great! Y’know, I gotta tell ya writing, I mean writing, gets me uh, gets me kinda hot."
S06,E23,Rachel, A lover?
S06,E23,Rachel, Oh yeah surfer?
S06,E23,Rachel," Okay, hold on real quick, hold on a second let me just uh,  get a little more comfortable here. Wait, now wait a second, this isn’t too revealing is it?"
S06,E23,Rachel," I don’t care about the little dude! I can’t! I cannot listen to anymore of this! Y’know, the only person who would want to listen to this is a mental health professional! And then it’s only because they get paid $100 an hour! Do you know how much money I could’ve made listening to you? $2,000! And do you know when I figured that out? While you were talking!"
S06,E23,Rachel, Oh… I’m sorry. I… I-I don’t mean—I didn’t mean to stifle you. I… This is all just a little overwhelming.
S06,E23,Rachel," I’m so glad, I’m so glad you shared.  And I’m glad that you’re done. What do you say we umm… "
S06,E23,Phoebe,  Hey.
S06,E23,Chandler, I can’t believe I let you talk me into buying this stupid gumball machine looking ring!
S06,E23,Phoebe, It’s not a stupid gumball machine looking ring! It’s a beautiful ring!
S06,E23,Chandler," No, it’s not! When I looked at the other ring I could see Monica’s face when I gave it to her, y’know? And I could see her saying yes. When I look at this ring, all I see is a ring! Unless I look at it really closely and then I can see my own eye.  Look, this is the most important thing I’m gonna do in my life. I wanna make sure it’s perfect."
S06,E23,Phoebe, Okay. There may be a way that we can get the other ring back. ‘Cause I heard the guy tell the jeweler where he was going to propose. So maybe we can get him to trade rings or something.
S06,E23,Chandler, I can’t do that.
S06,E23,Phoebe, Well you certainly can’t give her that stupid gumball ring.
S06,E23,Phoebe, There he is! 
S06,E23,Chandler, Okay and he hasn’t proposed yet because she has no ring on her finger.
S06,E23,Phoebe," Wow! You’re good! After this, we should solve crimes."
S06,E23,Chandler," Yeah! Okay, go, go, go get him."
S06,E23,Phoebe," Oh, okay.  Excuse me sir? Could you come with me please? You have a phone call."
S06,E23,Phoebe, It is your office.
S06,E23,Phoebe, John?
S06,E23,Phoebe,  Here he is.
S06,E23,Chandler,"  Hi! Hi. Okay, there was a slight mix-up at the jewelry store, the ring you’re about to propose with was supposed to be held for me. So, I’m gonna need to have that back.  But, in exchange I’m willing to trade you this beautiful, more expensive ring.  Ew."
S06,E23,Phoebe, Wow! I would trade.
S06,E23,Chandler, No-no! This is my fiancee  and her heart was set on that ring. You don’t want to break her heart now do you?
S06,E23,Phoebe," Yeah, do you want to break a dying woman’s heart?"
S06,E23,Chandler," Yeah, she’s dying… Of a cough apparently."
S06,E23,Phoebe," Yes, and it is my dying wish to have that ring. See, if I’m not buried with that ring then my spirit is going to wander the nether world for all eternity…"
S06,E23,Chandler,"  Okay, that’s enough honey!"
S06,E23,Chandler," Great! Okay, here. "
S06,E23,Chandler, Thank you. Thank you. Thank you!  And you are about to marry a wonderful man!  Hey! I’m marrying a dead woman!
S06,E23,Chandler, Guys?  I’ve got something important to tell ya.  Guys?  Guys?!  I’m gonna ask Monica to marry me.
S06,E23,Joey,  I think we gotta end the freeze out.
S06,E23,Ross," Wait a minute, is this, is this for real?"
S06,E23,Chandler," Yeah, check out the ring. "
S06,E23,Joey, Oh my God!!
S06,E23,Ross, So you two are really serious?!
S06,E23,Chandler," Yep, pretty much."
S06,E23,Ross, You-you’re gonna get married?! I mean… We’re gonna be brothers-in-law! 
S06,E23,Joey," And-and-and-and-and-and, and we’re gonna be friends again!"
S06,E23,Chandler,  Heyyyy—What?
S06,E23,Joey," Oh it’s water under the bridge, forget it!"
S06,E23,Chandler," Okay!  I was gonna wait ‘til uh, it was official y’know? But I got so excited I just had to tell you guys because you’re my best friends."
S06,E23,Joey, I think I’m gonna cry!
S06,E23,Rachel,"  Ugh! No more crying! Please! I just dumped one cry baby, I’ll dump you too!"
S06,E23,Chandler, I’m gonna ask Monica to marry me.
S06,E23,Rachel, Oh my God! Oh my God! Oh Chandler!!  You guys are gonna be so happy!
S06,E23,Chandler, I know.
S06,E23,Joey,  Where’s all the tissues?! 
S06,E23,Chandler, Check out the ring.
S06,E23,Rachel,  Nice! One and a half carat easy.
S06,E23,Phoebe,  Hi.
S06,E23,Ross, Hey-hey Pheebs!
S06,E23,Phoebe, What?
S06,E23,Ross, Chandler’s gonna ask Monica to marry him!
S06,E23,Phoebe," Oh I know, I helped pick out the ring."
S06,E23,Ross, You told her before you told us?
S06,E23,Chandler," Well, she walked in when I was looking at the ring brochures. You can understand that, right?  Guys? Guys? "
S06,E24,Ross, God that is the most beautiful engagement ring ever!
S06,E24,Rachel," Yeah? Well, you should know. You’ve bought like a billion of ‘em."
S06,E24,Ross," Yeah, you didn’t get one."
S06,E24,Chandler," Okay, well tonight’s the big night."
S06,E24,Phoebe, Yeah!
S06,E24,Joey," Okay listen, how are you gonna ask her?"
S06,E24,Chandler," It is going to be perfect. I am taking her to her favorite restaurant. I’m going to get her a bottle of the champagne that she really loves; therefore knows how expensive it is. Then when the glasses are full, instead of proposing a toast I’m just gonna propose."
S06,E24,Rachel, Ohh…
S06,E24,Joey, That sounds perfect!
S06,E24,Chandler, Yeah.
S06,E24,Joey, You’re gonna mess it up let me do it.
S06,E24,Chandler, I’m not gonna mess it up.
S06,E24,Phoebe," If she says no, can I have the ring?"
S06,E24,Chandler, She’s not gonna say no.
S06,E24,Phoebe, If!
S06,E24,Monica,  Hey!
S06,E24,Ross, Hey!
S06,E24,Chandler, Hey!
S06,E24,Phoebe,  Hi Monica.
S06,E24,Chandler,  Give me it!
S06,E24,Phoebe, It’s gone.
S06,E24,Chandler, Phoebe!
S06,E24,Joey, Hey!
S06,E24,Chandler,  Hi Monica.
S06,E24,Phoebe,  We’re practically kissing. 
S06,E24,Rachel,  Hey!
S06,E24,Chandler, Hey!
S06,E24,Joey, Hey Rach!
S06,E24,Rachel," Are any of you guys free tonight? My boss is hosting this charity event for underprivileged kids and the more people I bring, the better I look. So, Monica? Chandler?"
S06,E24,Chandler,"  Well, Monica and Chandler can’t go. We’re going to dinner remember?!"
S06,E24,Rachel," Oh my God, I’m so sorry."
S06,E24,Monica, What’s the big deal?
S06,E24,Chandler, I just get mad when Rachel doesn’t remember where we’re going.
S06,E24,Joey, Where are you going?
S06,E24,Rachel, How about you guys? 
S06,E24,Phoebe, Open bar?
S06,E24,Rachel, I think so.
S06,E24,Phoebe, I can do that for the kids.
S06,E24,Joey," Hey, y’know what? I’ll come too. I’m making money now; it’s about time I give something back."
S06,E24,Chandler," Well, you could also give back the money you owe me."
S06,E24,Joey, Okay. Have a benefit.
S06,E24,Ross,  Hey!
S06,E24,Rachel," Hey! Ross, listen can you come to a charity event tonight?"
S06,E24,Ross," Oh no, I have plans with Elizabeth."
S06,E24,Chandler," Oh, so you’re already doing your part for the kids."
S06,E24,Ross," I’m sorry, it’s just one of my last nights together before she leaves for camp—to be a counselor!"
S06,E24,Monica," Ross let me ask you a question. All jokes aside, where is this relationship going?"
S06,E24,Chandler," Wait a minute, all jokes aside? I didn’t agree to that!"
S06,E24,Monica, Do you really see this as a long-term thing?
S06,E24,Ross, I don’t know.
S06,E24,Phoebe," Y’know, you are 12 years older than her."
S06,E24,Ross," Wait a minute, does-does everyone feel this way?"
S06,E24,Ross," Uh-uh—Wow! Uh, I thought you guys were just like making jokes, I had no idea. What you know what? You guys are wrong. Uh yes, there is a chronological age difference but I never notice it. You know why? Because she is very mature. Besides, it doesn’t really matter to me what you guys think. I mean, I’m the one dating Elizabeth, not you!"
S06,E24,Joey, That’s not what she said last night. 
